model_name,n_train,n_test,rmse,mae,r2,source_csv,source_type,lag,threshold,model,target,rmse_levels,mae_levels,r2_levels
total_conflicts,2892,618,2.037575842393944,1.3992811908507186,0.6309805544471042,ecowas_df_full_lag_zero.csv,non-synthetic,0,,XGBoost,tradeflow_baci,,,
fatalities,2892,618,2.048960188047606,1.4405652825300157,0.6268454632524572,ecowas_df_full_lag_zero.csv,non-synthetic,0,,XGBoost,tradeflow_baci,,,
event,2892,618,2.101333618961825,1.4599870152551884,0.6075252661260045,ecowas_df_full_lag_zero.csv,non-synthetic,0,,XGBoost,tradeflow_baci,,,
total_conflicts + fatalities,2892,618,2.120901590673257,1.4651228904331195,0.6001816507758062,ecowas_df_full_lag_zero.csv,non-synthetic,0,,XGBoost,tradeflow_baci,,,
event + perpetrator,2892,618,2.108330145305045,1.4756581917627665,0.6049073750731249,ecowas_df_full_lag_zero.csv,non-synthetic,0,,XGBoost,tradeflow_baci,,,
disorder,2892,618,2.079265917618065,1.4760126275089716,0.6157253322010031,ecowas_df_full_lag_zero.csv,non-synthetic,0,,XGBoost,tradeflow_baci,,,
perpetrator,2892,618,2.0853190217430204,1.480207394517965,0.6134846949343467,ecowas_df_full_lag_zero.csv,non-synthetic,0,,XGBoost,tradeflow_baci,,,
disorder + event + perpetrator + target + fatalities,2892,618,2.106217897013768,1.4840344087996462,0.6056986322502238,ecowas_df_full_lag_zero.csv,non-synthetic,0,,XGBoost,tradeflow_baci,,,
event + perpetrator + target,2892,618,2.130555970117926,1.4875989696757852,0.5965334065978121,ecowas_df_full_lag_zero.csv,non-synthetic,0,,XGBoost,tradeflow_baci,,,
disorder + event,2892,618,2.1214122707925887,1.4898024295781025,0.5999890875142303,ecowas_df_full_lag_zero.csv,non-synthetic,0,,XGBoost,tradeflow_baci,,,
target,2892,618,2.097109702549888,1.492346236847012,0.6091015168387296,ecowas_df_full_lag_zero.csv,non-synthetic,0,,XGBoost,tradeflow_baci,,,
disorder + perpetrator,2892,618,2.138147616408633,1.4971031677729636,0.5936530009730656,ecowas_df_full_lag_zero.csv,non-synthetic,0,,XGBoost,tradeflow_baci,,,
disorder + event + perpetrator,2892,618,2.141221673296165,1.498056615258796,0.5924837348909626,ecowas_df_full_lag_zero.csv,non-synthetic,0,,XGBoost,tradeflow_baci,,,
disorder + event + perpetrator + target,2892,618,2.1296505371963206,1.5065732975592918,0.5968762601227564,ecowas_df_full_lag_zero.csv,non-synthetic,0,,XGBoost,tradeflow_baci,,,
perpetrator + target,2892,618,2.1386420291829893,1.5105906552742223,0.5934650566296222,ecowas_df_full_lag_zero.csv,non-synthetic,0,,XGBoost,tradeflow_baci,,,
event + target,2892,618,2.125298326830018,1.5137552200561777,0.5985222452632575,ecowas_df_full_lag_zero.csv,non-synthetic,0,,XGBoost,tradeflow_baci,,,
disorder + target,2892,618,2.1293883473600217,1.5155705189173672,0.5969755143799744,ecowas_df_full_lag_zero.csv,non-synthetic,0,,XGBoost,tradeflow_baci,,,
disorder + event + target,2892,618,2.150217296712163,1.5198734662662308,0.5890524569918401,ecowas_df_full_lag_zero.csv,non-synthetic,0,,XGBoost,tradeflow_baci,,,
disorder + perpetrator + target,2892,618,2.172059720951912,1.5403867265703857,0.5806610434993771,ecowas_df_full_lag_zero.csv,non-synthetic,0,,XGBoost,tradeflow_baci,,,
total_conflicts,2829,613,1.9653765782672072,1.4104302530274353,0.6361429403941055,ecowas_df_full_lag_zero.csv,non-synthetic,0,,XGBoost,tradeflow_imf_o,,,
total_conflicts + fatalities,2829,613,1.965208615731516,1.4160418551238765,0.6362051287234032,ecowas_df_full_lag_zero.csv,non-synthetic,0,,XGBoost,tradeflow_imf_o,,,
perpetrator,2829,613,1.963631914050605,1.4187375488048866,0.6367886452826816,ecowas_df_full_lag_zero.csv,non-synthetic,0,,XGBoost,tradeflow_imf_o,,,
disorder + event + perpetrator,2829,613,1.968950202030812,1.4240908350475057,0.6348185424141641,ecowas_df_full_lag_zero.csv,non-synthetic,0,,XGBoost,tradeflow_imf_o,,,
target,2829,613,1.9880059319901937,1.43183041032814,0.6277157997744365,ecowas_df_full_lag_zero.csv,non-synthetic,0,,XGBoost,tradeflow_imf_o,,,
event + perpetrator,2829,613,1.9735392124359636,1.4322516455152896,0.633114309959525,ecowas_df_full_lag_zero.csv,non-synthetic,0,,XGBoost,tradeflow_imf_o,,,
event + target,2829,613,1.9477001605953976,1.4351163877619006,0.6426585022620157,ecowas_df_full_lag_zero.csv,non-synthetic,0,,XGBoost,tradeflow_imf_o,,,
disorder + event + target,2829,613,1.975308244216451,1.4355236376627538,0.6324562806386798,ecowas_df_full_lag_zero.csv,non-synthetic,0,,XGBoost,tradeflow_imf_o,,,
fatalities,2829,613,2.0329261375945165,1.4444540522037377,0.6107017489919698,ecowas_df_full_lag_zero.csv,non-synthetic,0,,XGBoost,tradeflow_imf_o,,,
event + perpetrator + target,2829,613,1.998794882216415,1.444615104189512,0.6236640466002584,ecowas_df_full_lag_zero.csv,non-synthetic,0,,XGBoost,tradeflow_imf_o,,,
disorder + perpetrator,2829,613,1.9923663697569904,1.448066669464078,0.6260808928200874,ecowas_df_full_lag_zero.csv,non-synthetic,0,,XGBoost,tradeflow_imf_o,,,
disorder + event,2829,613,1.976092270392864,1.455724528162711,0.6321644567313522,ecowas_df_full_lag_zero.csv,non-synthetic,0,,XGBoost,tradeflow_imf_o,,,
disorder,2829,613,1.9798058875155484,1.4588740372313145,0.6307806307469053,ecowas_df_full_lag_zero.csv,non-synthetic,0,,XGBoost,tradeflow_imf_o,,,
event,2829,613,2.01509658880595,1.4681162133837655,0.617500396862896,ecowas_df_full_lag_zero.csv,non-synthetic,0,,XGBoost,tradeflow_imf_o,,,
disorder + event + perpetrator + target + fatalities,2829,613,2.034295946932481,1.4737565363905891,0.6101769448394745,ecowas_df_full_lag_zero.csv,non-synthetic,0,,XGBoost,tradeflow_imf_o,,,
perpetrator + target,2829,613,2.02073496646173,1.4833679573125884,0.6153568822615396,ecowas_df_full_lag_zero.csv,non-synthetic,0,,XGBoost,tradeflow_imf_o,,,
disorder + event + perpetrator + target,2829,613,2.0510155977714537,1.4856628133485068,0.6037427880720347,ecowas_df_full_lag_zero.csv,non-synthetic,0,,XGBoost,tradeflow_imf_o,,,
disorder + target,2829,613,2.058738107309814,1.5008277281104354,0.600753185198571,ecowas_df_full_lag_zero.csv,non-synthetic,0,,XGBoost,tradeflow_imf_o,,,
disorder + perpetrator + target,2829,613,2.0771118511596938,1.5207721146082247,0.5935950205158563,ecowas_df_full_lag_zero.csv,non-synthetic,0,,XGBoost,tradeflow_imf_o,,,
target,2951,637,1.833584861552813,1.2958065262897347,0.6677528298012745,ecowas_df_full_lag_zero.csv,non-synthetic,0,,XGBoost,tradeflow_imf_d,,,
total_conflicts,2951,637,1.8549185883915644,1.2968988362008589,0.6599764728875441,ecowas_df_full_lag_zero.csv,non-synthetic,0,,XGBoost,tradeflow_imf_d,,,
fatalities,2951,637,1.836097225645547,1.306703784480402,0.6668417209179487,ecowas_df_full_lag_zero.csv,non-synthetic,0,,XGBoost,tradeflow_imf_d,,,
disorder,2951,637,1.8546081764679625,1.3071862798219058,0.6600902660495231,ecowas_df_full_lag_zero.csv,non-synthetic,0,,XGBoost,tradeflow_imf_d,,,
perpetrator,2951,637,1.8679711513531447,1.313043127986972,0.6551743282998255,ecowas_df_full_lag_zero.csv,non-synthetic,0,,XGBoost,tradeflow_imf_d,,,
event + perpetrator,2951,637,1.8973003581629029,1.3199355381731686,0.6442610337395066,ecowas_df_full_lag_zero.csv,non-synthetic,0,,XGBoost,tradeflow_imf_d,,,
event + target,2951,637,1.8736234420974127,1.3206204457696986,0.6530843562227261,ecowas_df_full_lag_zero.csv,non-synthetic,0,,XGBoost,tradeflow_imf_d,,,
total_conflicts + fatalities,2951,637,1.9105501016003323,1.337906942606972,0.6392750987125544,ecowas_df_full_lag_zero.csv,non-synthetic,0,,XGBoost,tradeflow_imf_d,,,
disorder + perpetrator,2951,637,1.9410675719443888,1.3525811530522915,0.6276592495632451,ecowas_df_full_lag_zero.csv,non-synthetic,0,,XGBoost,tradeflow_imf_d,,,
event,2951,637,1.914219968103692,1.3553268365193645,0.637887976073181,ecowas_df_full_lag_zero.csv,non-synthetic,0,,XGBoost,tradeflow_imf_d,,,
disorder + event + perpetrator + target,2951,637,1.9388031291446917,1.3583766613892247,0.6285274857224508,ecowas_df_full_lag_zero.csv,non-synthetic,0,,XGBoost,tradeflow_imf_d,,,
perpetrator + target,2951,637,1.927027661776505,1.3607215299369444,0.6330261155189539,ecowas_df_full_lag_zero.csv,non-synthetic,0,,XGBoost,tradeflow_imf_d,,,
disorder + event,2951,637,1.9496359934244265,1.3695338768727228,0.6243647593213042,ecowas_df_full_lag_zero.csv,non-synthetic,0,,XGBoost,tradeflow_imf_d,,,
disorder + event + perpetrator,2951,637,1.9436579833011949,1.3703699985530222,0.6266647872274952,ecowas_df_full_lag_zero.csv,non-synthetic,0,,XGBoost,tradeflow_imf_d,,,
disorder + target,2951,637,1.9335866464410985,1.3721225692477632,0.6305237410942519,ecowas_df_full_lag_zero.csv,non-synthetic,0,,XGBoost,tradeflow_imf_d,,,
disorder + perpetrator + target,2951,637,1.932850284741852,1.376888861606057,0.6308051004643214,ecowas_df_full_lag_zero.csv,non-synthetic,0,,XGBoost,tradeflow_imf_d,,,
disorder + event + target,2951,637,1.94551744510222,1.383700423363094,0.625950119689789,ecowas_df_full_lag_zero.csv,non-synthetic,0,,XGBoost,tradeflow_imf_d,,,
disorder + event + perpetrator + target + fatalities,2951,637,1.96963216162759,1.3876044891427113,0.6166199448004435,ecowas_df_full_lag_zero.csv,non-synthetic,0,,XGBoost,tradeflow_imf_d,,,
event + perpetrator + target,2951,637,1.9913205502543887,1.4119151420620475,0.6081303647939194,ecowas_df_full_lag_zero.csv,non-synthetic,0,,XGBoost,tradeflow_imf_d,,,
perpetrator,2429,476,1.8515877193656325,1.2986294393420068,0.6729387357650538,ecowas_df_full_lag_zero.csv,non-synthetic,0,,XGBoost,tradeflow_comtrade_o,,,
total_conflicts + fatalities,2429,476,1.8540221206004377,1.320125546465762,0.6720781535266693,ecowas_df_full_lag_zero.csv,non-synthetic,0,,XGBoost,tradeflow_comtrade_o,,,
disorder + perpetrator,2429,476,1.876719751212682,1.3339501043195692,0.6639999227990524,ecowas_df_full_lag_zero.csv,non-synthetic,0,,XGBoost,tradeflow_comtrade_o,,,
fatalities,2429,476,1.8896703634058247,1.3354086070056297,0.6593466755666133,ecowas_df_full_lag_zero.csv,non-synthetic,0,,XGBoost,tradeflow_comtrade_o,,,
total_conflicts,2429,476,1.8935115375534304,1.350407147333592,0.6579603611219351,ecowas_df_full_lag_zero.csv,non-synthetic,0,,XGBoost,tradeflow_comtrade_o,,,
event + perpetrator,2429,476,1.9551164837540065,1.3768164341703877,0.635341952380034,ecowas_df_full_lag_zero.csv,non-synthetic,0,,XGBoost,tradeflow_comtrade_o,,,
disorder + target,2429,476,1.920747462821744,1.3845448861011889,0.6480499232939336,ecowas_df_full_lag_zero.csv,non-synthetic,0,,XGBoost,tradeflow_comtrade_o,,,
target,2429,476,1.9164753118128892,1.392389653290984,0.6496138058543633,ecowas_df_full_lag_zero.csv,non-synthetic,0,,XGBoost,tradeflow_comtrade_o,,,
event,2429,476,1.956957753073633,1.393529119893711,0.6346547812076357,ecowas_df_full_lag_zero.csv,non-synthetic,0,,XGBoost,tradeflow_comtrade_o,,,
disorder,2429,476,1.96651814703984,1.3975889602504008,0.6310763942172322,ecowas_df_full_lag_zero.csv,non-synthetic,0,,XGBoost,tradeflow_comtrade_o,,,
disorder + event,2429,476,1.9723656800893743,1.4035488569556116,0.6288791092481054,ecowas_df_full_lag_zero.csv,non-synthetic,0,,XGBoost,tradeflow_comtrade_o,,,
disorder + event + perpetrator + target + fatalities,2429,476,1.9697634539653397,1.4077573223670627,0.6298577344752038,ecowas_df_full_lag_zero.csv,non-synthetic,0,,XGBoost,tradeflow_comtrade_o,,,
disorder + event + perpetrator,2429,476,1.9928092108413848,1.4210105666036117,0.6211459174958041,ecowas_df_full_lag_zero.csv,non-synthetic,0,,XGBoost,tradeflow_comtrade_o,,,
disorder + perpetrator + target,2429,476,2.0022644921153674,1.4294243887237257,0.61754229095961,ecowas_df_full_lag_zero.csv,non-synthetic,0,,XGBoost,tradeflow_comtrade_o,,,
event + perpetrator + target,2429,476,2.0116901491722827,1.435731428223985,0.6139329773201356,ecowas_df_full_lag_zero.csv,non-synthetic,0,,XGBoost,tradeflow_comtrade_o,,,
disorder + event + target,2429,476,1.9848760468561368,1.4473592386238938,0.6241562701516138,ecowas_df_full_lag_zero.csv,non-synthetic,0,,XGBoost,tradeflow_comtrade_o,,,
disorder + event + perpetrator + target,2429,476,2.0195763167249647,1.449409479598991,0.6109001475550884,ecowas_df_full_lag_zero.csv,non-synthetic,0,,XGBoost,tradeflow_comtrade_o,,,
perpetrator + target,2429,476,2.004699405057389,1.4548905622233688,0.6166115273497249,ecowas_df_full_lag_zero.csv,non-synthetic,0,,XGBoost,tradeflow_comtrade_o,,,
event + target,2429,476,2.02697031524234,1.4660462286536788,0.608045815883308,ecowas_df_full_lag_zero.csv,non-synthetic,0,,XGBoost,tradeflow_comtrade_o,,,
target,2471,466,1.9430177743330237,1.361061591259402,0.6610894769200428,ecowas_df_full_lag_zero.csv,non-synthetic,0,,XGBoost,tradeflow_comtrade_d,,,
disorder + event,2471,466,1.986681605228599,1.3737938929305529,0.6456862160212443,ecowas_df_full_lag_zero.csv,non-synthetic,0,,XGBoost,tradeflow_comtrade_d,,,
perpetrator,2471,466,2.0057960773481227,1.3932172475440845,0.6388354945201022,ecowas_df_full_lag_zero.csv,non-synthetic,0,,XGBoost,tradeflow_comtrade_d,,,
disorder + target,2471,466,2.009943330782934,1.4089283879095005,0.6373404380220804,ecowas_df_full_lag_zero.csv,non-synthetic,0,,XGBoost,tradeflow_comtrade_d,,,
total_conflicts,2471,466,2.072172957758134,1.4286160246832305,0.6145362781521372,ecowas_df_full_lag_zero.csv,non-synthetic,0,,XGBoost,tradeflow_comtrade_d,,,
disorder + event + target,2471,466,2.0730009007278616,1.4396013117205406,0.614228190224954,ecowas_df_full_lag_zero.csv,non-synthetic,0,,XGBoost,tradeflow_comtrade_d,,,
fatalities,2471,466,2.086956874530736,1.4495683155719854,0.6090164762289751,ecowas_df_full_lag_zero.csv,non-synthetic,0,,XGBoost,tradeflow_comtrade_d,,,
event + perpetrator + target,2471,466,2.10680195979687,1.4498520604158611,0.6015453180999096,ecowas_df_full_lag_zero.csv,non-synthetic,0,,XGBoost,tradeflow_comtrade_d,,,
perpetrator + target,2471,466,2.087703605303201,1.4516498776278666,0.6087366317673444,ecowas_df_full_lag_zero.csv,non-synthetic,0,,XGBoost,tradeflow_comtrade_d,,,
total_conflicts + fatalities,2471,466,2.0747052981974594,1.457631439383232,0.6135935751660325,ecowas_df_full_lag_zero.csv,non-synthetic,0,,XGBoost,tradeflow_comtrade_d,,,
event + target,2471,466,2.08793836354668,1.4663299293175898,0.6086486331978753,ecowas_df_full_lag_zero.csv,non-synthetic,0,,XGBoost,tradeflow_comtrade_d,,,
event + perpetrator,2471,466,2.116556325800376,1.4722451341988694,0.5978471343999403,ecowas_df_full_lag_zero.csv,non-synthetic,0,,XGBoost,tradeflow_comtrade_d,,,
event,2471,466,2.1145867378843994,1.4750795433442396,0.5985952428976661,ecowas_df_full_lag_zero.csv,non-synthetic,0,,XGBoost,tradeflow_comtrade_d,,,
disorder,2471,466,2.13149498724306,1.476959806546507,0.5921503085190358,ecowas_df_full_lag_zero.csv,non-synthetic,0,,XGBoost,tradeflow_comtrade_d,,,
disorder + event + perpetrator,2471,466,2.139457051535669,1.4806853589187488,0.5890976243007866,ecowas_df_full_lag_zero.csv,non-synthetic,0,,XGBoost,tradeflow_comtrade_d,,,
disorder + perpetrator + target,2471,466,2.1248326309483625,1.4821830068270123,0.594695933419682,ecowas_df_full_lag_zero.csv,non-synthetic,0,,XGBoost,tradeflow_comtrade_d,,,
disorder + event + perpetrator + target + fatalities,2471,466,2.125418862727827,1.487077552344305,0.5944722594254166,ecowas_df_full_lag_zero.csv,non-synthetic,0,,XGBoost,tradeflow_comtrade_d,,,
disorder + perpetrator,2471,466,2.1446729532494992,1.5127305491403096,0.587091658394902,ecowas_df_full_lag_zero.csv,non-synthetic,0,,XGBoost,tradeflow_comtrade_d,,,
disorder + event + perpetrator + target,2471,466,2.177172574065088,1.5306487316155657,0.5744827049577916,ecowas_df_full_lag_zero.csv,non-synthetic,0,,XGBoost,tradeflow_comtrade_d,,,
fatalities,2892,618,1.8525393076297636,1.27285864400783,0.6949601705206032,ecowas_df_full_lag_zero.csv,non-synthetic,0,,Random Forest,tradeflow_baci,,,
total_conflicts,2892,618,1.875617605218278,1.2899272606733965,0.6873126678356871,ecowas_df_full_lag_zero.csv,non-synthetic,0,,Random Forest,tradeflow_baci,,,
total_conflicts + fatalities,2892,618,1.9073930512972836,1.3095637931836337,0.6766282489372564,ecowas_df_full_lag_zero.csv,non-synthetic,0,,Random Forest,tradeflow_baci,,,
disorder,2892,618,1.9909155044631344,1.3892284542548596,0.647688074881523,ecowas_df_full_lag_zero.csv,non-synthetic,0,,Random Forest,tradeflow_baci,,,
event,2892,618,2.0812734968696414,1.4617352405413278,0.6149829218382361,ecowas_df_full_lag_zero.csv,non-synthetic,0,,Random Forest,tradeflow_baci,,,
target,2892,618,2.0858194440029982,1.4663140666692782,0.6132991654604917,ecowas_df_full_lag_zero.csv,non-synthetic,0,,Random Forest,tradeflow_baci,,,
perpetrator,2892,618,2.1287211846861114,1.4847761052679196,0.5972280195387523,ecowas_df_full_lag_zero.csv,non-synthetic,0,,Random Forest,tradeflow_baci,,,
disorder + target,2892,618,2.122619668982222,1.5151079701429992,0.5995336268763379,ecowas_df_full_lag_zero.csv,non-synthetic,0,,Random Forest,tradeflow_baci,,,
disorder + perpetrator,2892,618,2.154602715937421,1.5367730656299916,0.5873744730503209,ecowas_df_full_lag_zero.csv,non-synthetic,0,,Random Forest,tradeflow_baci,,,
disorder + event,2892,618,2.1528926759451936,1.5493065924600613,0.5880291887796231,ecowas_df_full_lag_zero.csv,non-synthetic,0,,Random Forest,tradeflow_baci,,,
event + target,2892,618,2.198031249454761,1.5733455487214774,0.5705729366474881,ecowas_df_full_lag_zero.csv,non-synthetic,0,,Random Forest,tradeflow_baci,,,
perpetrator + target,2892,618,2.2177800353046537,1.577805349112608,0.5628216715271397,ecowas_df_full_lag_zero.csv,non-synthetic,0,,Random Forest,tradeflow_baci,,,
event + perpetrator,2892,618,2.216374708386863,1.585109270280432,0.5633755441460673,ecowas_df_full_lag_zero.csv,non-synthetic,0,,Random Forest,tradeflow_baci,,,
disorder + perpetrator + target,2892,618,2.208376523480522,1.591019003431444,0.5665211332012697,ecowas_df_full_lag_zero.csv,non-synthetic,0,,Random Forest,tradeflow_baci,,,
disorder + event + target,2892,618,2.216836938658001,1.60007688688126,0.5631934069966201,ecowas_df_full_lag_zero.csv,non-synthetic,0,,Random Forest,tradeflow_baci,,,
disorder + event + perpetrator,2892,618,2.221026348327265,1.603822985817528,0.5615408804836024,ecowas_df_full_lag_zero.csv,non-synthetic,0,,Random Forest,tradeflow_baci,,,
event + perpetrator + target,2892,618,2.263127235589081,1.6323729104292797,0.544760824187634,ecowas_df_full_lag_zero.csv,non-synthetic,0,,Random Forest,tradeflow_baci,,,
disorder + event + perpetrator + target,2892,618,2.266598593450931,1.662746702969885,0.5433631916920114,ecowas_df_full_lag_zero.csv,non-synthetic,0,,Random Forest,tradeflow_baci,,,
disorder + event + perpetrator + target + fatalities,2892,618,2.291235295032096,1.6788345688980646,0.5333824516931386,ecowas_df_full_lag_zero.csv,non-synthetic,0,,Random Forest,tradeflow_baci,,,
fatalities,2829,613,1.6947247516219974,1.1807823177803518,0.7294561923343951,ecowas_df_full_lag_zero.csv,non-synthetic,0,,Random Forest,tradeflow_imf_o,,,
total_conflicts,2829,613,1.7636713165573612,1.2364458947024108,0.7069953201962564,ecowas_df_full_lag_zero.csv,non-synthetic,0,,Random Forest,tradeflow_imf_o,,,
total_conflicts + fatalities,2829,613,1.7943144344771158,1.2585939414333431,0.6967251791013352,ecowas_df_full_lag_zero.csv,non-synthetic,0,,Random Forest,tradeflow_imf_o,,,
disorder,2829,613,1.865224103276092,1.3305489154919472,0.6722812488917078,ecowas_df_full_lag_zero.csv,non-synthetic,0,,Random Forest,tradeflow_imf_o,,,
perpetrator,2829,613,1.969770668017775,1.3969401449469414,0.6345141351308732,ecowas_df_full_lag_zero.csv,non-synthetic,0,,Random Forest,tradeflow_imf_o,,,
target,2829,613,1.9480954297148072,1.4029565475857886,0.6425134487323829,ecowas_df_full_lag_zero.csv,non-synthetic,0,,Random Forest,tradeflow_imf_o,,,
event,2829,613,1.9503712870169871,1.4044274348630472,0.6416776954094755,ecowas_df_full_lag_zero.csv,non-synthetic,0,,Random Forest,tradeflow_imf_o,,,
disorder + event,2829,613,2.00874242725577,1.4542784241591304,0.6199088494590088,ecowas_df_full_lag_zero.csv,non-synthetic,0,,Random Forest,tradeflow_imf_o,,,
disorder + target,2829,613,2.008923681447609,1.459186588040419,0.6198402530858885,ecowas_df_full_lag_zero.csv,non-synthetic,0,,Random Forest,tradeflow_imf_o,,,
disorder + perpetrator,2829,613,2.036673270007964,1.4687035328561957,0.6092653008405176,ecowas_df_full_lag_zero.csv,non-synthetic,0,,Random Forest,tradeflow_imf_o,,,
event + perpetrator,2829,613,2.0793067082022807,1.5058827391543057,0.5927356810308924,ecowas_df_full_lag_zero.csv,non-synthetic,0,,Random Forest,tradeflow_imf_o,,,
event + target,2829,613,2.080076640927889,1.5180469472329168,0.5924340187700312,ecowas_df_full_lag_zero.csv,non-synthetic,0,,Random Forest,tradeflow_imf_o,,,
disorder + perpetrator + target,2829,613,2.0969676428164274,1.5227935041023966,0.5857879666433221,ecowas_df_full_lag_zero.csv,non-synthetic,0,,Random Forest,tradeflow_imf_o,,,
perpetrator + target,2829,613,2.117732438317179,1.5343086217699669,0.5775440500887901,ecowas_df_full_lag_zero.csv,non-synthetic,0,,Random Forest,tradeflow_imf_o,,,
disorder + event + target,2829,613,2.109341653888257,1.5460704742758768,0.5808850901029703,ecowas_df_full_lag_zero.csv,non-synthetic,0,,Random Forest,tradeflow_imf_o,,,
disorder + event + perpetrator,2829,613,2.119628949122139,1.551215801783411,0.5767870601986955,ecowas_df_full_lag_zero.csv,non-synthetic,0,,Random Forest,tradeflow_imf_o,,,
event + perpetrator + target,2829,613,2.142556229788214,1.561870068173301,0.5675820533656275,ecowas_df_full_lag_zero.csv,non-synthetic,0,,Random Forest,tradeflow_imf_o,,,
disorder + event + perpetrator + target + fatalities,2829,613,2.162319577862758,1.58962883115761,0.5595678492445084,ecowas_df_full_lag_zero.csv,non-synthetic,0,,Random Forest,tradeflow_imf_o,,,
disorder + event + perpetrator + target,2829,613,2.1948152264648324,1.611958479581437,0.5462306248024433,ecowas_df_full_lag_zero.csv,non-synthetic,0,,Random Forest,tradeflow_imf_o,,,
fatalities,2951,637,1.7351313535725956,1.204337037753958,0.7024746489345939,ecowas_df_full_lag_zero.csv,non-synthetic,0,,Random Forest,tradeflow_imf_d,,,
total_conflicts,2951,637,1.7760465693842566,1.2288190496694995,0.688277637088127,ecowas_df_full_lag_zero.csv,non-synthetic,0,,Random Forest,tradeflow_imf_d,,,
total_conflicts + fatalities,2951,637,1.800737375110817,1.2638403471098114,0.6795501898680864,ecowas_df_full_lag_zero.csv,non-synthetic,0,,Random Forest,tradeflow_imf_d,,,
disorder,2951,637,1.8707585805628208,1.342061575473858,0.6541444469827691,ecowas_df_full_lag_zero.csv,non-synthetic,0,,Random Forest,tradeflow_imf_d,,,
target,2951,637,1.9117070206512932,1.3933068000039392,0.6388380980126429,ecowas_df_full_lag_zero.csv,non-synthetic,0,,Random Forest,tradeflow_imf_d,,,
event,2951,637,1.9722820016810003,1.4444650166273847,0.6155876919643086,ecowas_df_full_lag_zero.csv,non-synthetic,0,,Random Forest,tradeflow_imf_d,,,
perpetrator,2951,637,2.0024409554469766,1.4532245325298083,0.6037414009834835,ecowas_df_full_lag_zero.csv,non-synthetic,0,,Random Forest,tradeflow_imf_d,,,
disorder + target,2951,637,1.9921108739989424,1.486018313148744,0.6078192493025159,ecowas_df_full_lag_zero.csv,non-synthetic,0,,Random Forest,tradeflow_imf_d,,,
disorder + perpetrator,2951,637,2.048944086725338,1.5131271174876053,0.5851228885703894,ecowas_df_full_lag_zero.csv,non-synthetic,0,,Random Forest,tradeflow_imf_d,,,
disorder + event,2951,637,2.057062317998496,1.5248625364326034,0.5818287618399348,ecowas_df_full_lag_zero.csv,non-synthetic,0,,Random Forest,tradeflow_imf_d,,,
event + target,2951,637,2.080066335327664,1.5589665866115074,0.5724236931044384,ecowas_df_full_lag_zero.csv,non-synthetic,0,,Random Forest,tradeflow_imf_d,,,
perpetrator + target,2951,637,2.103568958503204,1.5661272661412975,0.5627067554348939,ecowas_df_full_lag_zero.csv,non-synthetic,0,,Random Forest,tradeflow_imf_d,,,
disorder + perpetrator + target,2951,637,2.105886604839808,1.580487914203374,0.5617426326296555,ecowas_df_full_lag_zero.csv,non-synthetic,0,,Random Forest,tradeflow_imf_d,,,
event + perpetrator,2951,637,2.143503394148373,1.591440591031264,0.54594588872782,ecowas_df_full_lag_zero.csv,non-synthetic,0,,Random Forest,tradeflow_imf_d,,,
disorder + event + target,2951,637,2.1112537197064665,1.5945010326646565,0.5595058787269822,ecowas_df_full_lag_zero.csv,non-synthetic,0,,Random Forest,tradeflow_imf_d,,,
disorder + event + perpetrator,2951,637,2.158258957243472,1.6154625266408815,0.5396730884055255,ecowas_df_full_lag_zero.csv,non-synthetic,0,,Random Forest,tradeflow_imf_d,,,
event + perpetrator + target,2951,637,2.187309320654097,1.6458789344194449,0.5271976042506271,ecowas_df_full_lag_zero.csv,non-synthetic,0,,Random Forest,tradeflow_imf_d,,,
disorder + event + perpetrator + target,2951,637,2.20167169354142,1.6737661126031498,0.5209681620368278,ecowas_df_full_lag_zero.csv,non-synthetic,0,,Random Forest,tradeflow_imf_d,,,
disorder + event + perpetrator + target + fatalities,2951,637,2.2010937918980438,1.6755654315842066,0.5212196045703983,ecowas_df_full_lag_zero.csv,non-synthetic,0,,Random Forest,tradeflow_imf_d,,,
fatalities,2429,476,1.646868526395938,1.1334910743941895,0.7412630899477172,ecowas_df_full_lag_zero.csv,non-synthetic,0,,Random Forest,tradeflow_comtrade_o,,,
total_conflicts,2429,476,1.7214285898382204,1.1820339626923055,0.7173047242211292,ecowas_df_full_lag_zero.csv,non-synthetic,0,,Random Forest,tradeflow_comtrade_o,,,
total_conflicts + fatalities,2429,476,1.745278144358806,1.2043361302938504,0.7094172508996477,ecowas_df_full_lag_zero.csv,non-synthetic,0,,Random Forest,tradeflow_comtrade_o,,,
disorder,2429,476,1.8188406897953424,1.2661500950273994,0.6844051914637166,ecowas_df_full_lag_zero.csv,non-synthetic,0,,Random Forest,tradeflow_comtrade_o,,,
perpetrator,2429,476,1.975463911882873,1.3598389163418525,0.6277122651545837,ecowas_df_full_lag_zero.csv,non-synthetic,0,,Random Forest,tradeflow_comtrade_o,,,
event,2429,476,1.9424704977255216,1.3624918123637415,0.6400440218526047,ecowas_df_full_lag_zero.csv,non-synthetic,0,,Random Forest,tradeflow_comtrade_o,,,
target,2429,476,1.957378029827303,1.3812335363748207,0.6344978410896571,ecowas_df_full_lag_zero.csv,non-synthetic,0,,Random Forest,tradeflow_comtrade_o,,,
